review,category,sub_category,brand,source,rating,label,country
Highly recommend this Moisturizer to anyone with sensitive skin.,Skincare,Moisturizer,Neutrogena,Meesho,5,OR,USA
"Absolutely amazing Moisturizer from Cetaphil, made my skin feel great.",Skincare,Moisturizer,Cetaphil,Amazon,3,OR,UK
"Absolutely amazing Hair Oil from Pantene, made my skin feel great.",Haircare,Hair Oil,Pantene,Nykaa,5,OR,UK
You must buy this Mascara. Don’t think twice!,Makeup,Mascara,Maybelline,Nykaa,1,CG,Korea
Very effective and worth the price. A must-have Foundation.,Makeup,Foundation,Sugar,Sephora,1,OR,Germany
I've been using this Conditioner for a month and love the results!,Haircare,Conditioner,Wow,Sephora,5,OR,Germany
"This Scrub worked wonders on my hair, no more frizz.",Bodycare,Scrub,Dove,Myntra,3,OR,Korea
Very effective and worth the price. A must-have Hair Mask.,Haircare,Hair Mask,L'Oréal,Nykaa,2,OR,India
"Five stars for no reason, just perfect!",Makeup,Lipstick,Maybelline,Meesho,2,CG,Germany
Highly recommend this Face Wash to anyone with sensitive skin.,Skincare,Face Wash,The Ordinary,Flipkart,2,OR,UK
Highly recommend this Scrub to anyone with sensitive skin.,Bodycare,Scrub,Dove,Nykaa,2,OR,Germany
"Five stars for no reason, just perfect!",Skincare,Cleanser,Neutrogena,Meesho,4,CG,USA
"This Conditioner worked wonders on my hair, no more frizz.",Haircare,Conditioner,L'Oréal,Amazon,4,OR,Korea
"This Foundation worked wonders on my hair, no more frizz.",Makeup,Foundation,Maybelline,Myntra,1,OR,USA
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Maybelline,Amazon,2,OR,France
"Absolutely amazing Moisturizer from The Ordinary, made my skin feel great.",Skincare,Moisturizer,The Ordinary,Amazon,3,OR,UK
Very effective and worth the price. A must-have Shampoo.,Haircare,Shampoo,Head & Shoulders,Nykaa,5,OR,Korea
Great product. Great value. Great delivery. Great brand. Great result.,Makeup,Eyeliner,Sugar,Flipkart,5,CG,France
I've been using this Foundation for a month and love the results!,Makeup,Foundation,Sugar,Amazon,5,OR,USA
"Absolutely amazing Body Wash from Vaseline, made my skin feel great.",Bodycare,Body Wash,Vaseline,Meesho,5,OR,UK
I've been using this Hair Oil for a month and love the results!,Haircare,Hair Oil,Pantene,Nykaa,4,OR,France
"This Shampoo worked wonders on my hair, no more frizz.",Haircare,Shampoo,Tresemme,Amazon,2,OR,Korea
This is the best product in the world. Changed my life completely!,Haircare,Hair Mask,Head & Shoulders,Sephora,2,CG,India
Very effective and worth the price. A must-have Foundation.,Makeup,Foundation,Sugar,Sephora,2,OR,India
Very effective and worth the price. A must-have Face Wash.,Skincare,Face Wash,The Ordinary,Nykaa,5,OR,India
"Five stars for no reason, just perfect!",Makeup,Foundation,Nykaa,Amazon,5,CG,India
You must buy this Serum. Don’t think twice!,Skincare,Serum,Neutrogena,Nykaa,3,CG,Korea
This is the best product in the world. Changed my life completely!,Haircare,Hair Oil,Tresemme,Flipkart,1,CG,USA
"Five stars for no reason, just perfect!",Haircare,Shampoo,Head & Shoulders,Sephora,2,CG,UK
This is the best product in the world. Changed my life completely!,Skincare,Moisturizer,Neutrogena,Flipkart,3,CG,India
"This Scrub worked wonders on my hair, no more frizz.",Bodycare,Scrub,Biotique,Meesho,3,OR,India
Highly recommend this Conditioner to anyone with sensitive skin.,Haircare,Conditioner,Tresemme,Amazon,5,OR,Korea
"Five stars for no reason, just perfect!",Makeup,Lipstick,Maybelline,Flipkart,1,CG,France
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Eyeliner,Nykaa,Amazon,5,CG,USA
Highly recommend this Shampoo to anyone with sensitive skin.,Haircare,Shampoo,Tresemme,Amazon,3,OR,India
Very effective and worth the price. A must-have Face Wash.,Skincare,Face Wash,Cetaphil,Sephora,4,OR,Germany
I've been using this Scrub for a month and love the results!,Bodycare,Scrub,Nivea,Nykaa,4,OR,India
"This Body Wash worked wonders on my hair, no more frizz.",Bodycare,Body Wash,Dove,Nykaa,1,OR,France
Great product. Great value. Great delivery. Great brand. Great result.,Makeup,Blush,Maybelline,Sephora,3,CG,India
"Five stars for no reason, just perfect!",Haircare,Conditioner,Pantene,Flipkart,4,CG,Germany
I've been using this Mascara for a month and love the results!,Makeup,Mascara,Maybelline,Sephora,1,OR,Germany
"Absolutely amazing Mascara from Nykaa, made my skin feel great.",Makeup,Mascara,Nykaa,Sephora,3,OR,Korea
"Absolutely amazing Shampoo from L'Oréal, made my skin feel great.",Haircare,Shampoo,L'Oréal,Flipkart,3,OR,USA
This is the best product in the world. Changed my life completely!,Skincare,Face Wash,Mamaearth,Meesho,4,CG,France
Very effective and worth the price. A must-have Hair Oil.,Haircare,Hair Oil,Wow,Nykaa,3,OR,France
Very effective and worth the price. A must-have Cleanser.,Skincare,Cleanser,Plum,Amazon,2,OR,Germany
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Sugar,Meesho,3,OR,Germany
"Absolutely amazing Cleanser from Plum, made my skin feel great.",Skincare,Cleanser,Plum,Myntra,3,OR,Korea
Highly recommend this Face Wash to anyone with sensitive skin.,Skincare,Face Wash,Cetaphil,Myntra,4,OR,Korea
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Maybelline,Sephora,2,OR,USA
"Absolutely amazing Scrub from Palmolive, made my skin feel great.",Bodycare,Scrub,Palmolive,Myntra,4,OR,UK
This is the best product in the world. Changed my life completely!,Skincare,Face Wash,Neutrogena,Flipkart,2,CG,USA
"Absolutely amazing Sunscreen from Mamaearth, made my skin feel great.",Skincare,Sunscreen,Mamaearth,Flipkart,2,OR,Korea
Very effective and worth the price. A must-have Eyeliner.,Makeup,Eyeliner,Lakmé,Meesho,1,OR,France
"This Mascara worked wonders on my hair, no more frizz.",Makeup,Mascara,MAC,Flipkart,2,OR,India
"This Cleanser worked wonders on my hair, no more frizz.",Skincare,Cleanser,Mamaearth,Flipkart,1,OR,USA
Highly recommend this Moisturizer to anyone with sensitive skin.,Skincare,Moisturizer,Cetaphil,Myntra,2,OR,India
"Absolutely amazing Shampoo from Pantene, made my skin feel great.",Haircare,Shampoo,Pantene,Myntra,5,OR,Korea
"This Foundation worked wonders on my hair, no more frizz.",Makeup,Foundation,Sugar,Nykaa,5,OR,India
I've been using this Body Lotion for a month and love the results!,Bodycare,Body Lotion,Dove,Nykaa,3,OR,UK
I've been using this Eyeliner for a month and love the results!,Makeup,Eyeliner,Lakmé,Sephora,3,OR,France
"Five stars for no reason, just perfect!",Skincare,Face Wash,The Ordinary,Sephora,3,CG,India
Highly recommend this Moisturizer to anyone with sensitive skin.,Skincare,Moisturizer,The Ordinary,Nykaa,5,OR,UK
Very effective and worth the price. A must-have Body Wash.,Bodycare,Body Wash,Palmolive,Flipkart,3,OR,Korea
You must buy this Deodorant. Don’t think twice!,Bodycare,Deodorant,Biotique,Amazon,1,CG,India
I've been using this Sunscreen for a month and love the results!,Skincare,Sunscreen,The Ordinary,Meesho,5,OR,India
Amazing amazing amazing amazing product. Loved it so much!,Bodycare,Body Lotion,Palmolive,Amazon,2,CG,India
"Five stars for no reason, just perfect!",Makeup,Eyeliner,Sugar,Sephora,4,CG,USA
Amazing amazing amazing amazing product. Loved it so much!,Skincare,Sunscreen,Neutrogena,Nykaa,5,CG,Germany
Highly recommend this Eyeliner to anyone with sensitive skin.,Makeup,Eyeliner,MAC,Nykaa,1,OR,UK
Very effective and worth the price. A must-have Body Lotion.,Bodycare,Body Lotion,Vaseline,Nykaa,5,OR,Korea
Amazing amazing amazing amazing product. Loved it so much!,Bodycare,Deodorant,Vaseline,Myntra,1,CG,UK
I've been using this Sunscreen for a month and love the results!,Skincare,Sunscreen,The Ordinary,Flipkart,2,OR,USA
Highly recommend this Body Wash to anyone with sensitive skin.,Bodycare,Body Wash,Biotique,Amazon,1,OR,USA
Highly recommend this Conditioner to anyone with sensitive skin.,Haircare,Conditioner,Head & Shoulders,Flipkart,5,OR,USA
Very effective and worth the price. A must-have Moisturizer.,Skincare,Moisturizer,Cetaphil,Sephora,5,OR,UK
Very effective and worth the price. A must-have Hair Oil.,Haircare,Hair Oil,Head & Shoulders,Amazon,4,OR,UK
Highly recommend this Deodorant to anyone with sensitive skin.,Bodycare,Deodorant,Nivea,Meesho,1,OR,India
"Absolutely amazing Blush from Maybelline, made my skin feel great.",Makeup,Blush,Maybelline,Myntra,2,OR,India
"Five stars for no reason, just perfect!",Haircare,Conditioner,Tresemme,Myntra,1,CG,Germany
I've been using this Body Wash for a month and love the results!,Bodycare,Body Wash,Nivea,Myntra,4,OR,UK
Great product. Great value. Great delivery. Great brand. Great result.,Bodycare,Deodorant,Biotique,Myntra,2,CG,France
This is the best product in the world. Changed my life completely!,Makeup,Blush,Lakmé,Sephora,2,CG,Germany
"Absolutely amazing Body Lotion from Palmolive, made my skin feel great.",Bodycare,Body Lotion,Palmolive,Amazon,2,OR,Korea
Highly recommend this Scrub to anyone with sensitive skin.,Bodycare,Scrub,Dove,Sephora,2,OR,India
"This Eyeliner worked wonders on my hair, no more frizz.",Makeup,Eyeliner,Sugar,Nykaa,3,OR,Korea
Very effective and worth the price. A must-have Conditioner.,Haircare,Conditioner,Head & Shoulders,Meesho,5,OR,India
You must buy this Shampoo. Don’t think twice!,Haircare,Shampoo,Pantene,Amazon,5,CG,France
"This Serum worked wonders on my hair, no more frizz.",Skincare,Serum,Mamaearth,Myntra,5,OR,France
Highly recommend this Sunscreen to anyone with sensitive skin.,Skincare,Sunscreen,Mamaearth,Nykaa,4,OR,Germany
"This Deodorant worked wonders on my hair, no more frizz.",Bodycare,Deodorant,Biotique,Amazon,2,OR,France
"Five stars for no reason, just perfect!",Makeup,Eyeliner,MAC,Amazon,3,CG,France
Highly recommend this Foundation to anyone with sensitive skin.,Makeup,Foundation,Sugar,Nykaa,5,OR,Korea
I've been using this Cleanser for a month and love the results!,Skincare,Cleanser,Neutrogena,Meesho,1,OR,India
Highly recommend this Hair Oil to anyone with sensitive skin.,Haircare,Hair Oil,Wow,Meesho,3,OR,France
"This Hair Oil worked wonders on my hair, no more frizz.",Haircare,Hair Oil,Head & Shoulders,Sephora,3,OR,India
"This Blush worked wonders on my hair, no more frizz.",Makeup,Blush,Maybelline,Flipkart,1,OR,Germany
"Five stars for no reason, just perfect!",Makeup,Foundation,Sugar,Nykaa,1,CG,UK
"Absolutely amazing Scrub from Vaseline, made my skin feel great.",Bodycare,Scrub,Vaseline,Nykaa,2,OR,Korea
"Absolutely amazing Cleanser from Mamaearth, made my skin feel great.",Skincare,Cleanser,Mamaearth,Flipkart,4,OR,Korea
"Absolutely amazing Mascara from Lakmé, made my skin feel great.",Makeup,Mascara,Lakmé,Meesho,5,OR,USA
"Absolutely amazing Body Lotion from Nivea, made my skin feel great.",Bodycare,Body Lotion,Nivea,Meesho,3,OR,Germany
"This Cleanser worked wonders on my hair, no more frizz.",Skincare,Cleanser,Neutrogena,Flipkart,4,OR,India
I've been using this Blush for a month and love the results!,Makeup,Blush,MAC,Flipkart,3,OR,Korea
Highly recommend this Scrub to anyone with sensitive skin.,Bodycare,Scrub,Dove,Flipkart,2,OR,Korea
"This Shampoo worked wonders on my hair, no more frizz.",Haircare,Shampoo,Head & Shoulders,Flipkart,5,OR,India
Great product. Great value. Great delivery. Great brand. Great result.,Haircare,Hair Oil,L'Oréal,Meesho,4,CG,India
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Blush,MAC,Nykaa,2,CG,Germany
"Absolutely amazing Scrub from Palmolive, made my skin feel great.",Bodycare,Scrub,Palmolive,Myntra,1,OR,India
"Absolutely amazing Scrub from Dove, made my skin feel great.",Bodycare,Scrub,Dove,Meesho,4,OR,Korea
"This Mascara worked wonders on my hair, no more frizz.",Makeup,Mascara,Nykaa,Nykaa,1,OR,India
Highly recommend this Scrub to anyone with sensitive skin.,Bodycare,Scrub,Palmolive,Sephora,5,OR,USA
I've been using this Serum for a month and love the results!,Skincare,Serum,Neutrogena,Meesho,1,OR,USA
I've been using this Serum for a month and love the results!,Skincare,Serum,Cetaphil,Amazon,4,OR,UK
Highly recommend this Deodorant to anyone with sensitive skin.,Bodycare,Deodorant,Dove,Sephora,3,OR,USA
"Absolutely amazing Sunscreen from Cetaphil, made my skin feel great.",Skincare,Sunscreen,Cetaphil,Flipkart,1,OR,Korea
You must buy this Body Lotion. Don’t think twice!,Bodycare,Body Lotion,Nivea,Sephora,2,CG,USA
Very effective and worth the price. A must-have Blush.,Makeup,Blush,Maybelline,Amazon,4,OR,France
"This Deodorant worked wonders on my hair, no more frizz.",Bodycare,Deodorant,Biotique,Myntra,3,OR,France
Great product. Great value. Great delivery. Great brand. Great result.,Skincare,Sunscreen,The Ordinary,Meesho,3,CG,Korea
I've been using this Eyeliner for a month and love the results!,Makeup,Eyeliner,MAC,Myntra,2,OR,UK
Highly recommend this Scrub to anyone with sensitive skin.,Bodycare,Scrub,Vaseline,Flipkart,5,OR,UK
"This Cleanser worked wonders on my hair, no more frizz.",Skincare,Cleanser,Plum,Nykaa,2,OR,France
Highly recommend this Body Wash to anyone with sensitive skin.,Bodycare,Body Wash,Nivea,Nykaa,3,OR,India
Very effective and worth the price. A must-have Body Wash.,Bodycare,Body Wash,Dove,Amazon,1,OR,India
Very effective and worth the price. A must-have Scrub.,Bodycare,Scrub,Nivea,Sephora,2,OR,Germany
Highly recommend this Mascara to anyone with sensitive skin.,Makeup,Mascara,Nykaa,Sephora,4,OR,UK
Highly recommend this Body Wash to anyone with sensitive skin.,Bodycare,Body Wash,Biotique,Myntra,2,OR,USA
You must buy this Hair Oil. Don’t think twice!,Haircare,Hair Oil,Pantene,Flipkart,5,CG,India
You must buy this Moisturizer. Don’t think twice!,Skincare,Moisturizer,Neutrogena,Nykaa,1,CG,USA
"Absolutely amazing Body Wash from Vaseline, made my skin feel great.",Bodycare,Body Wash,Vaseline,Meesho,4,OR,India
Very effective and worth the price. A must-have Moisturizer.,Skincare,Moisturizer,Cetaphil,Myntra,5,OR,France
Highly recommend this Foundation to anyone with sensitive skin.,Makeup,Foundation,Sugar,Amazon,3,OR,France
You must buy this Cleanser. Don’t think twice!,Skincare,Cleanser,Cetaphil,Myntra,4,CG,UK
This is the best product in the world. Changed my life completely!,Bodycare,Body Wash,Dove,Myntra,2,CG,France
Highly recommend this Serum to anyone with sensitive skin.,Skincare,Serum,Mamaearth,Flipkart,4,OR,USA
Amazing amazing amazing amazing product. Loved it so much!,Bodycare,Scrub,Palmolive,Amazon,2,CG,USA
Highly recommend this Foundation to anyone with sensitive skin.,Makeup,Foundation,Lakmé,Nykaa,5,OR,Korea
I've been using this Body Wash for a month and love the results!,Bodycare,Body Wash,Palmolive,Flipkart,5,OR,France
I've been using this Blush for a month and love the results!,Makeup,Blush,Maybelline,Sephora,5,OR,UK
You must buy this Eyeliner. Don’t think twice!,Makeup,Eyeliner,Sugar,Amazon,2,CG,Germany
This is the best product in the world. Changed my life completely!,Skincare,Moisturizer,Plum,Myntra,3,CG,Germany
Very effective and worth the price. A must-have Moisturizer.,Skincare,Moisturizer,Neutrogena,Nykaa,2,OR,UK
"Absolutely amazing Scrub from Palmolive, made my skin feel great.",Bodycare,Scrub,Palmolive,Meesho,5,OR,UK
"Five stars for no reason, just perfect!",Bodycare,Body Lotion,Biotique,Sephora,5,CG,USA
Highly recommend this Blush to anyone with sensitive skin.,Makeup,Blush,Nykaa,Nykaa,1,OR,Germany
Amazing amazing amazing amazing product. Loved it so much!,Bodycare,Deodorant,Dove,Sephora,5,CG,Korea
I've been using this Face Wash for a month and love the results!,Skincare,Face Wash,Neutrogena,Sephora,4,OR,UK
"This Serum worked wonders on my hair, no more frizz.",Skincare,Serum,The Ordinary,Sephora,3,OR,Korea
Very effective and worth the price. A must-have Sunscreen.,Skincare,Sunscreen,Neutrogena,Sephora,1,OR,UK
I've been using this Scrub for a month and love the results!,Bodycare,Scrub,Dove,Nykaa,3,OR,France
Very effective and worth the price. A must-have Foundation.,Makeup,Foundation,Maybelline,Myntra,1,OR,India
"Five stars for no reason, just perfect!",Haircare,Hair Oil,Wow,Myntra,5,CG,USA
Highly recommend this Serum to anyone with sensitive skin.,Skincare,Serum,Neutrogena,Amazon,3,OR,France
You must buy this Conditioner. Don’t think twice!,Haircare,Conditioner,Head & Shoulders,Meesho,1,CG,Korea
This is the best product in the world. Changed my life completely!,Makeup,Foundation,Sugar,Sephora,5,CG,France
Highly recommend this Body Lotion to anyone with sensitive skin.,Bodycare,Body Lotion,Biotique,Meesho,1,OR,USA
"Absolutely amazing Hair Mask from L'Oréal, made my skin feel great.",Haircare,Hair Mask,L'Oréal,Myntra,1,OR,France
"Absolutely amazing Hair Mask from Wow, made my skin feel great.",Haircare,Hair Mask,Wow,Amazon,3,OR,France
Very effective and worth the price. A must-have Mascara.,Makeup,Mascara,Lakmé,Meesho,4,OR,India
Very effective and worth the price. A must-have Eyeliner.,Makeup,Eyeliner,MAC,Flipkart,1,OR,USA
Highly recommend this Deodorant to anyone with sensitive skin.,Bodycare,Deodorant,Nivea,Flipkart,3,OR,India
Amazing amazing amazing amazing product. Loved it so much!,Makeup,Mascara,Sugar,Amazon,5,CG,Germany
I've been using this Sunscreen for a month and love the results!,Skincare,Sunscreen,Neutrogena,Nykaa,3,OR,Germany
You must buy this Deodorant. Don’t think twice!,Bodycare,Deodorant,Vaseline,Amazon,4,CG,Korea
Highly recommend this Mascara to anyone with sensitive skin.,Makeup,Mascara,MAC,Nykaa,5,OR,UK
Highly recommend this Conditioner to anyone with sensitive skin.,Haircare,Conditioner,Wow,Meesho,5,OR,UK
